epochs,test loss,train loss,test acc,train acc
134.0,1.5741572380065918,1.576005458831787,0.7764285714285715,0.7757142857142857
135.0,1.5734388828277588,1.5752801895141602,0.7771428571428571,0.7757142857142857
136.0,1.5727286338806152,1.5745638608932495,0.7771428571428571,0.7757142857142857
137.0,1.5720270872116089,1.5738558769226074,0.7778571428571428,0.7757142857142857
138.0,1.5713335275650024,1.5731558799743652,0.78,0.7757142857142857
139.0,1.5706480741500854,1.5724642276763916,0.78,0.7757142857142857
140.0,1.5699704885482788,1.571780800819397,0.78,0.7757142857142857
141.0,1.5693007707595825,1.571104884147644,0.78,0.7757142857142857
142.0,1.568638563156128,1.5704368352890015,0.78,0.7757142857142857
143.0,1.567983627319336,1.5697760581970215,0.78,0.7757142857142857
144.0,1.5673364400863647,1.5691230297088623,0.7792857142857142,0.7757142857142857
145.0,1.566696286201477,1.5684770345687866,0.7792857142857142,0.7757142857142857
146.0,1.5660629272460938,1.5678383111953735,0.78,0.7757142857142857
147.0,1.565436840057373,1.5672063827514648,0.7814285714285715,0.7757142857142857
148.0,1.5648170709609985,1.56658136844635,0.7814285714285715,0.7757142857142857
149.0,1.564204454421997,1.5659631490707397,0.7814285714285715,0.7757142857142857
150.0,1.5635982751846313,1.5653513669967651,0.7821428571428571,0.7757142857142857
151.0,1.5629985332489014,1.5647464990615845,0.7821428571428571,0.7757142857142857
152.0,1.562404990196228,1.5641478300094604,0.7821428571428571,0.7757142857142857
153.0,1.5618176460266113,1.563555359840393,0.7821428571428571,0.7757142857142857
154.0,1.5612366199493408,1.5629689693450928,0.7828571428571428,0.7771428571428571
155.0,1.5606616735458374,1.5623887777328491,0.7835714285714286,0.7771428571428571
156.0,1.5600922107696533,1.561814546585083,0.7835714285714286,0.7771428571428571
157.0,1.5595288276672363,1.5612461566925049,0.7835714285714286,0.7771428571428571
158.0,1.5589711666107178,1.5606833696365356,0.7835714285714286,0.7771428571428571
159.0,1.5584192276000977,1.5601264238357544,0.7835714285714286,0.7771428571428571
160.0,1.5578726530075073,1.5595749616622925,0.7842857142857143,0.7771428571428571
161.0,1.5573313236236572,1.55902898311615,0.7842857142857143,0.7771428571428571
162.0,1.556795597076416,1.558488368988037,0.785,0.7771428571428571
163.0,1.5562653541564941,1.5579530000686646,0.785,0.7771428571428571
164.0,1.5557397603988647,1.5574231147766113,0.785,0.7771428571428571
165.0,1.5552195310592651,1.5568979978561401,0.7857142857142857,0.7771428571428571
166.0,1.554704189300537,1.5563783645629883,0.7857142857142857,0.7771428571428571
167.0,1.5541939735412598,1.555863380432129,0.7857142857142857,0.7771428571428571
168.0,1.553688406944275,1.5553531646728516,0.7864285714285715,0.7785714285714286
169.0,1.553187608718872,1.5548479557037354,0.7864285714285715,0.78
170.0,1.5526916980743408,1.5543473958969116,0.7864285714285715,0.78
171.0,1.552200198173523,1.5538517236709595,0.7864285714285715,0.78
172.0,1.5517133474349976,1.5533604621887207,0.7864285714285715,0.78
173.0,1.5512311458587646,1.5528737306594849,0.7864285714285715,0.78
174.0,1.550753116607666,1.5523911714553833,0.7864285714285715,0.78
175.0,1.550279140472412,1.5519131422042847,0.7864285714285715,0.78
176.0,1.5498100519180298,1.5514395236968994,0.7864285714285715,0.7814285714285715
177.0,1.549344778060913,1.5509700775146484,0.7864285714285715,0.7814285714285715
178.0,1.5488841533660889,1.5505048036575317,0.7864285714285715,0.7814285714285715
179.0,1.5484269857406616,1.5500438213348389,0.7864285714285715,0.7828571428571428
180.0,1.5479743480682373,1.5495866537094116,0.7864285714285715,0.7828571428571428
181.0,1.547525405883789,1.54913330078125,0.7864285714285715,0.7828571428571428
182.0,1.547080397605896,1.5486842393875122,0.7864285714285715,0.7828571428571428
183.0,1.5466394424438477,1.54823899269104,0.7864285714285715,0.7828571428571428
184.0,1.5462021827697754,1.5477975606918335,0.7871428571428571,0.7828571428571428
185.0,1.5457687377929688,1.547359824180603,0.7871428571428571,0.7828571428571428
186.0,1.5453388690948486,1.5469257831573486,0.7871428571428571,0.7828571428571428
187.0,1.5449124574661255,1.5464955568313599,0.7871428571428571,0.7828571428571428
188.0,1.544490098953247,1.546068787574768,0.7871428571428571,0.7828571428571428
