epochs,test loss,train loss,test acc,train acc
1.0,2.070178985595703,2.070266008377075,0.14285714285714285,0.14142857142857143
2.0,2.0606391429901123,2.0607430934906006,0.14285714285714285,0.14285714285714285
3.0,2.053719997406006,2.053849935531616,0.15,0.1457142857142857
4.0,2.0476720333099365,2.047832727432251,0.195,0.17857142857142858
5.0,2.0417914390563965,2.041985273361206,0.28714285714285714,0.29285714285714287
6.0,2.0358166694641113,2.0360448360443115,0.37285714285714283,0.36857142857142855
7.0,2.0296576023101807,2.029921770095825,0.4057142857142857,0.3985714285714286
8.0,2.0233001708984375,2.023601531982422,0.4142857142857143,0.4
9.0,2.016772747039795,2.0171120166778564,0.4157142857142857,0.4014285714285714
10.0,2.010127067565918,2.0105042457580566,0.415,0.40285714285714286
11.0,2.003425359725952,2.0038399696350098,0.415,0.3985714285714286
12.0,1.9967252016067505,1.9971758127212524,0.41714285714285715,0.4
13.0,1.990071177482605,1.990554928779602,0.4164285714285714,0.4014285714285714
14.0,1.9834892749786377,1.9840031862258911,0.4164285714285714,0.4042857142857143
15.0,1.9769901037216187,1.9775322675704956,0.4235714285714286,0.40714285714285714
16.0,1.9705746173858643,1.9711434841156006,0.4278571428571429,0.4114285714285714
17.0,1.9642391204833984,1.964834213256836,0.43785714285714283,0.4142857142857143
18.0,1.9579795598983765,1.9586015939712524,0.44285714285714284,0.42
19.0,1.9517934322357178,1.9524434804916382,0.4514285714285714,0.4328571428571429
20.0,1.9456802606582642,1.9463599920272827,0.4542857142857143,0.4442857142857143
21.0,1.939643383026123,1.940354347229004,0.465,0.4514285714285714
22.0,1.9336882829666138,1.9344321489334106,0.475,0.4585714285714286
23.0,1.927823543548584,1.9286006689071655,0.4857142857142857,0.46714285714285714
24.0,1.9220579862594604,1.9228684902191162,0.4957142857142857,0.4742857142857143
25.0,1.9164011478424072,1.9172449111938477,0.5,0.48
26.0,1.9108623266220093,1.9117391109466553,0.5042857142857143,0.48857142857142855
27.0,1.9054502248764038,1.9063595533370972,0.5107142857142857,0.5014285714285714
28.0,1.9001713991165161,1.9011127948760986,0.5135714285714286,0.5028571428571429
29.0,1.8950310945510864,1.8960040807724,0.5185714285714286,0.5057142857142857
30.0,1.8900316953659058,1.8910365104675293,0.5242857142857142,0.5085714285714286
31.0,1.885175108909607,1.8862112760543823,0.5271428571428571,0.5142857142857142
32.0,1.8804599046707153,1.881527304649353,0.5292857142857142,0.5142857142857142
33.0,1.8758842945098877,1.8769822120666504,0.53,0.5157142857142857
34.0,1.8714449405670166,1.8725730180740356,0.5307142857142857,0.52
35.0,1.8671373128890991,1.8682951927185059,0.5328571428571428,0.5214285714285715
36.0,1.8629564046859741,1.8641430139541626,0.535,0.5228571428571429
37.0,1.8588966131210327,1.860110878944397,0.535,0.5228571428571429
38.0,1.8549518585205078,1.8561935424804688,0.535,0.5271428571428571
39.0,1.8511167764663696,1.8523834943771362,0.5357142857142857,0.5271428571428571
40.0,1.8473843336105347,1.8486748933792114,0.5371428571428571,0.5257142857142857
41.0,1.843748927116394,1.8450615406036377,0.5371428571428571,0.5271428571428571
42.0,1.8402049541473389,1.841537594795227,0.5371428571428571,0.5271428571428571
43.0,1.8367464542388916,1.838097095489502,0.5378571428571428,0.5271428571428571
44.0,1.8333687782287598,1.8347347974777222,0.5385714285714286,0.5271428571428571
45.0,1.8300671577453613,1.8314460515975952,0.5385714285714286,0.5271428571428571
46.0,1.8268376588821411,1.8282270431518555,0.5392857142857143,0.5285714285714286
47.0,1.8236769437789917,1.8250735998153687,0.5421428571428571,0.53
48.0,1.8205825090408325,1.821983814239502,0.545,0.53
49.0,1.817551851272583,1.8189547061920166,0.55,0.5328571428571428
50.0,1.8145828247070312,1.8159849643707275,0.5542857142857143,0.5357142857142857
51.0,1.8116744756698608,1.8130731582641602,0.5571428571428572,0.5428571428571428
52.0,1.808825135231018,1.8102178573608398,0.5628571428571428,0.5471428571428572
53.0,1.8060344457626343,1.807418942451477,0.565,0.5514285714285714
54.0,1.8033006191253662,1.804674744606018,0.5714285714285714,0.56
55.0,1.800622582435608,1.8019845485687256,0.5771428571428572,0.5642857142857143
56.0,1.7979991436004639,1.7993474006652832,0.5828571428571429,0.5742857142857143
57.0,1.7954288721084595,1.7967619895935059,0.5892857142857143,0.58
58.0,1.7929103374481201,1.7942270040512085,0.5892857142857143,0.5842857142857143
59.0,1.7904413938522339,1.7917410135269165,0.5892857142857143,0.5885714285714285
60.0,1.7880210876464844,1.7893024682998657,0.5928571428571429,0.5914285714285714
61.0,1.7856472730636597,1.786909580230713,0.5964285714285714,0.5928571428571429
62.0,1.7833181619644165,1.7845606803894043,0.5985714285714285,0.5957142857142858
63.0,1.781031847000122,1.7822544574737549,0.5992857142857143,0.5957142857142858
64.0,1.7787870168685913,1.7799888849258423,0.6014285714285714,0.6014285714285714
65.0,1.7765815258026123,1.7777619361877441,0.6042857142857143,0.6014285714285714
66.0,1.7744133472442627,1.7755721807479858,0.6064285714285714,0.6057142857142858
67.0,1.7722808122634888,1.7734178304672241,0.61,0.6085714285714285
68.0,1.7701818943023682,1.7712968587875366,0.6128571428571429,0.6114285714285714
69.0,1.7681149244308472,1.7692073583602905,0.6142857142857143,0.6128571428571429
70.0,1.7660773992538452,1.767147421836853,0.6178571428571429,0.6157142857142858
71.0,1.7640666961669922,1.7651147842407227,0.6185714285714285,0.6171428571428571
72.0,1.7620816230773926,1.7631070613861084,0.6192857142857143,0.6185714285714285
73.0,1.7601186037063599,1.761122226715088,0.62,0.6185714285714285
74.0,1.7581753730773926,1.759157657623291,0.62,0.6185714285714285
75.0,1.756248950958252,1.757210373878479,0.62,0.6228571428571429
76.0,1.7543365955352783,1.7552777528762817,0.6214285714285714,0.6228571428571429
77.0,1.7524341344833374,1.7533564567565918,0.6221428571428571,0.6285714285714286
78.0,1.7505383491516113,1.7514426708221436,0.6235714285714286,0.6285714285714286
79.0,1.7486450672149658,1.74953293800354,0.6242857142857143,0.63
80.0,1.746749758720398,1.747623324394226,0.625,0.63
81.0,1.7448481321334839,1.7457088232040405,0.6264285714285714,0.63
82.0,1.7429354190826416,1.7437859773635864,0.6271428571428571,0.6314285714285715
83.0,1.741006851196289,1.7418495416641235,0.6278571428571429,0.6314285714285715
84.0,1.7390576601028442,1.7398957014083862,0.6278571428571429,0.6342857142857142
85.0,1.7370835542678833,1.7379207611083984,0.6278571428571429,0.6342857142857142
86.0,1.7350822687149048,1.73592209815979,0.6271428571428571,0.6342857142857142
87.0,1.7330515384674072,1.7338979244232178,0.6285714285714286,0.6328571428571429
88.0,1.730992078781128,1.7318490743637085,0.6285714285714286,0.6342857142857142
89.0,1.7289063930511475,1.7297778129577637,0.63,0.6371428571428571
90.0,1.7267991304397583,1.7276890277862549,0.6314285714285715,0.6385714285714286
91.0,1.7246774435043335,1.725588321685791,0.6371428571428571,0.6457142857142857
92.0,1.722548246383667,1.7234843969345093,0.6464285714285715,0.6514285714285715
93.0,1.7204209566116333,1.7213832139968872,0.6564285714285715,0.6585714285714286
94.0,1.7183009386062622,1.7192918062210083,0.6635714285714286,0.6642857142857143
95.0,1.7161948680877686,1.7172147035598755,0.675,0.68
96.0,1.7141057252883911,1.7151548862457275,0.685,0.69
97.0,1.7120357751846313,1.7131136655807495,0.6921428571428572,0.6957142857142857
98.0,1.7099858522415161,1.7110919952392578,0.7007142857142857,0.7028571428571428
99.0,1.707956075668335,1.709089756011963,0.7078571428571429,0.7171428571428572
100.0,1.705946445465088,1.707106113433838,0.7135714285714285,0.7271428571428571
101.0,1.7039564847946167,1.7051410675048828,0.7192857142857143,0.7314285714285714
102.0,1.70198655128479,1.7031946182250977,0.7257142857142858,0.7357142857142858
103.0,1.700036644935608,1.7012664079666138,0.7307142857142858,0.7371428571428571
104.0,1.698106288909912,1.6993566751480103,0.7342857142857143,0.74
105.0,1.6961959600448608,1.697465419769287,0.7378571428571429,0.7414285714285714
106.0,1.6943058967590332,1.6955928802490234,0.74,0.7414285714285714
107.0,1.6924359798431396,1.693739414215088,0.7442857142857143,0.7442857142857143
108.0,1.6905864477157593,1.6919046640396118,0.745,0.7457142857142857
109.0,1.6887571811676025,1.690089464187622,0.7471428571428571,0.7485714285714286
110.0,1.686948537826538,1.68829345703125,0.7507142857142857,0.75
111.0,1.6851602792739868,1.6865167617797852,0.7521428571428571,0.7514285714285714
112.0,1.6833922863006592,1.6847593784332275,0.7557142857142857,0.7542857142857143
113.0,1.6816452741622925,1.6830217838287354,0.7564285714285715,0.7571428571428571
114.0,1.6799185276031494,1.6813031435012817,0.7571428571428571,0.7585714285714286
115.0,1.67821204662323,1.6796045303344727,0.7564285714285715,0.7585714285714286
116.0,1.6765257120132446,1.6779247522354126,0.7592857142857142,0.7585714285714286
117.0,1.6748594045639038,1.6762646436691284,0.76,0.76
118.0,1.673213243484497,1.6746234893798828,0.7592857142857142,0.7614285714285715
119.0,1.6715868711471558,1.6730015277862549,0.7592857142857142,0.7628571428571429
120.0,1.6699802875518799,1.6713985204696655,0.7607142857142857,0.7642857142857142
121.0,1.6683930158615112,1.6698145866394043,0.7621428571428571,0.7642857142857142
122.0,1.666825294494629,1.668249487876892,0.7628571428571429,0.7642857142857142
123.0,1.6652761697769165,1.666702389717102,0.7628571428571429,0.7642857142857142
124.0,1.6637464761734009,1.6651740074157715,0.7628571428571429,0.7628571428571429
125.0,1.6622352600097656,1.6636638641357422,0.7628571428571429,0.7628571428571429
126.0,1.6607425212860107,1.6621718406677246,0.7628571428571429,0.7642857142857142
127.0,1.6592682600021362,1.6606979370117188,0.7635714285714286,0.7642857142857142
128.0,1.6578117609024048,1.6592410802841187,0.7642857142857142,0.7657142857142857
